"product_id","name","category","name_telugu","name_hindi","description","unit","price","mrp","image_url","source_url"
"ae730d3d-5a71-41e8-95a4-deb328c10a12","Gomatha Foxtail Millet(Korra kichidi)","Groceries","కొర్ర కిచిడి","कंगनी खिचड़ी","Korra Khichdi is a nutritious, wholesome Indian dish made by replacing tradition","kg","300.00","310.00","https://digirythubazaarap.com/images/groceries/4dc4868e-8a47-4dce-8035-29c949f2e206_korra_kich1%20(1).png","https://digirythubazaarap.com/Products?search=Gomatha%20Foxtail%20Millet(Korra%20kichidi)"
"dc21afbe-0ed7-4b32-a8b6-a20a694652d9","Gomatha Whole Black Gram","Groceries","గుండు మినప్పప్పు","साबुत उड़द","whole black gram It is an excellent source of protein, fiber, iron, and essentia","kg","200.00","210.00","https://digirythubazaarap.com/images/groceries/c3210204-322a-45b1-a531-7282e132fad7_gundu_minappappu.png","https://digirythubazaarap.com/Products?search=Gomatha%20Whole%20Black%20Gram"
"b074f59a-622e-4443-9780-0e3a1bf51943","Sampoorna Moong Dal","Groceries","పెసర పప్పు","मूँग दाल","Sampoorna Natural moong dal is a highly nutritious, plant-based protein derived","kg","160.00","170.00","https://digirythubazaarap.com/images/groceries/17f2cf26-e328-44bf-94f3-64cbfc086a43_ampoorna_pesarapappu1.png","https://digirythubazaarap.com/Products?search=Sampoorna%20Moong%20Dal"
"0fa00c0d-818c-4141-898d-ea509e961ea4","Dharani Turmeric Powder 250 gms","Groceries","పసుపు","हल्दी","Dharani Natural turmeric powder (derived from Curcuma longa) is a vibrant golden","piece","140.00","150.00","https://digirythubazaarap.com/images/groceries/b62f250f-6388-4261-bfd9-667bce72c378_dharani_naturals.png","https://digirythubazaarap.com/Products?search=Dharani%20Turmeric%20Powder%20250%20gms"
"192124cb-6b7e-4171-99ed-a28e24efad2a","Drithi Ragi Flour","Groceries","రాగి పిండి","रागी का आटा","Drithi Naturals ragi flour is High in calcium, dietary fiber, iron, and essentia","kg","85.00","85.00","https://digirythubazaarap.com/images/groceries/29e44a88-46e6-4fc3-b440-5ee43446bbcb_drithi_ragiflour.png","https://digirythubazaarap.com/Products?search=Drithi%20Ragi%20Flour"
"d51cb4a0-6807-4c8a-9b2b-e837d4465ad0","Sathabhi Ragi Flour","Groceries","రాగి పిండి","रागी का आटा","Sathabhi Finger millet flour High in calcium, dietary fiber, iron, and essential","kg","99.00","109.00","https://digirythubazaarap.com/images/groceries/6dd5d5e3-c543-4625-ae90-39ff10e0ca34_sathabhi_ragi_flour.png","https://digirythubazaarap.com/Products?search=Sathabhi%20Ragi%20Flour"
"5b40efd7-1225-4d29-a4ec-c1854af53c07","Gomatha Brown Rice","Groceries","ముడిబియ్యం","भूरा चावल","Cultivated using sustainable, synthetic-free methods, it provides an excellent s","kg","100.00","100.00","https://digirythubazaarap.com/images/groceries/f4433e37-4fb4-44d2-9ae6-912f60046ca2_GOMATHA_BROWN_RICE.png","https://digirythubazaarap.com/Products?search=Gomatha%20Brown%20Rice"
"","Peanuts with Shell","Groceries","పల్లి కాయ","मूँगफली","Peanut is a legume crop grown mainly for its edible seeds, contained in undergro","kg","90.00","95.00","https://digirythubazaarap.com/images/groceries/a6e8f109-b066-49db-a564-5498d7196a4a_WhatsApp%20Image%202026-06-12%20at%2012.47.37%20PM.jpeg","https://digirythubazaarap.com/Products?search=Peanuts%20with%20Shell"
"1cad819c-ca62-4b18-9d02-694ac821e3e9","Carrot Unwashed","Vegetables","క్యారెట్ మట్టి","गाजर मिट्टी","The carrot (Daucus carota subsp. sativus) is a popular biennial root vegetable.","kg","32.00","32.00","https://digirythubazaarap.com/images/vegetables/e129698c-dad0-4c62-b20d-b62fead630f5_Gemini_Generated_Image_p4v1psp4v1psp4v1.png","https://digirythubazaarap.com/Products?search=Carrot%20Unwashed"
"","Indian Blackberry","Fruits","నేరేడు పండ్లు","जामुन","Jamun is richly loaded with dietary fibres, carbohydrates, vitamins including B1","kg","210.00","210.00","https://digirythubazaarap.com/images/fruits/abb0142a-e11b-4829-8af6-83c333027e54_indian_blackberry.jpg","https://digirythubazaarap.com/Products?search=Indian%20Blackberry"
"","Potols","Vegetables","పొటల్స్","परवल","The vegetable is typically small to medium-long, green with pale white stripes,","kg","44.00","49.00","https://digirythubazaarap.com/images/vegetables/19131fd4-ac73-4d3c-88c7-e14a533e6ade_digirythu%20(5).png","https://digirythubazaarap.com/Products?search=Potols"
"4de90001-1054-414f-964d-53244e5c1289","Baby Corn Pack 200gms","Vegetables","బేబీ కార్న్","बेबी कॉर्न ","200gms of fresh baby corn.
Baby corn is a miniature, immature ear of maize (cor","piece","40.00","45.00","https://digirythubazaarap.com/images/vegetables/6f5f4e97-a2a3-4689-95df-fca6dbed6025_3.-baby-corn-18322.jpg","https://digirythubazaarap.com/Products?search=Baby%20Corn%20Pack%20200gms"
"1ceee7e2-bbad-473d-83d3-171e604e3aed","Bombay Ravva","Groceries","బొంబాయి రవ్వ","सूजी","Bombay rava is a finely ground form of wheat. It is commonly used in Indian cook","kg","84.00","88.00","https://digirythubazaarap.com/images/groceries/6f408124-e36c-41bd-9a9e-9f78b0d42221_Screenshot%20From%202026-04-02%2011-54-56.png","https://digirythubazaarap.com/Products?search=Bombay%20Ravva"
"","Sapota","Fruits","సపోట","चीकू फल","A soft, brown-skinned fruit with a grainy, pear-like texture and an intensely sw","dozen","54.00","54.00","https://digirythubazaarap.com/images/fruits/359057c8-fe4c-4b7f-bf6d-ba1ee225d16b_sap.png","https://digirythubazaarap.com/Products?search=Sapota"
"","Banginapalli Mangoes","Fruits","బంగినపల్లి మామిడి ","बनगनपल्ली आम","Banganapalle (often spelled Banginapalli) is a famous variety of mango from Andh","kg","70.00","80.00","https://digirythubazaarap.com/images/fruits/cba2b159-f0d7-4f0f-81ef-8cbd1c7657dc_banginapalli.jpg","https://digirythubazaarap.com/Products?search=Banginapalli%20Mangoes"
"","Suvarnarekha Mangoes","Fruits","సువర్ణ రేఖ","सुवर्णा रेखा आम","Suvarnarekha (also known as Sundari or Lal Sundari) is a premium early-season ma","kg","75.00","75.00","https://digirythubazaarap.com/images/fruits/2212dc7c-2241-4f4a-99cc-19dca382f2ae_Screenshot%20from%202026-03-16%2012-13-04.png","https://digirythubazaarap.com/Products?search=Suvarnarekha%20Mangoes"
"","Collector mangoes","Fruits","కలెక్టర్ మామిడి","कलेक्टर आम","Collector mango, commonly known as Totapuri or Bangalora, is a popular South Ind","kg","50.00","60.00","https://digirythubazaarap.com/images/fruits/1fb26c75-349c-4990-8494-d954613bdb9c_WhatsApp%20Image%202026-03-16%20at%209.37.58%20AM%20(1).jpeg","https://digirythubazaarap.com/Products?search=Collector%20mangoes"
"","Chinna Rasalu Mangoes","Fruits","చిన్న రసాలు","छोटा रसाल","Chinna Rasalu is a popular, small-sized Indian mango variety from Andhra Pradesh","kg","90.00","95.00","https://digirythubazaarap.com/images/fruits/3a21dec6-41b8-46ca-bb98-e3c0d7bb6f4d_WhatsApp%20Image%202026-03-16%20at%209.37.42%20AM.jpeg","https://digirythubazaarap.com/Products?search=Chinna%20Rasalu%20Mangoes"
"dece8a81-ee81-4678-b44e-affa83ab085b","Cabbage","Vegetables","క్యాబేజి","पत्ता गोभी","One Piece fresh cabbage 
Versatile cabbage with a mild taste and layered textur","piece","40.00","45.00","https://digirythubazaarap.com/images/vegetables/8034ee24-5e9d-4c07-8872-35a881f57542_Screenshot%20from%202026-03-07%2023-21-26.png","https://digirythubazaarap.com/Products?search=Cabbage"
"","Water Melon","Fruits","పుచ్చకాయ","तरबूज","Watermelon (Citrullus lanatus) is a large, trailing, and fast-growing annual pla","piece","70.00","70.00","https://digirythubazaarap.com/images/fruits/e42e8214-64a2-4743-931d-5e4dfd2a2306_Screenshot%20from%202026-03-07%2012-53-55.png","https://digirythubazaarap.com/Products?search=Water%20Melon"
"","Garlic Big Size","Vegetables","వెల్లుల్లి","लहसुन","Garlic (Allium sativum) is a pungent, bulbous root vegetable in the onion family","kg","130.00","135.00","https://digirythubazaarap.com/images/vegetables/33617a8f-d7e4-4f16-a9c1-f971e533a5d0_Screenshot%20from%202026-03-07%2011-31-38.png","https://digirythubazaarap.com/Products?search=Garlic%20Big%20Size"
"","Garlic","Vegetables","వెల్లుల్లి","लहसुन","Garlic (Allium sativum) is a pungent, bulbous root vegetable in the onion family","kg","110.00","115.00","https://digirythubazaarap.com/images/vegetables/e4cedbde-25ec-400d-a0ef-819780fe5598_Screenshot%20from%202026-02-20%2017-59-15.png","https://digirythubazaarap.com/Products?search=Garlic"
"f90e3785-1c36-412a-a904-25442c4c9e9c","Lemon","Vegetables","నిమ్మకాయ","नींबू","Lemons (Citrus limon) are small, evergreen, thorny trees in the Rutaceae family,","kg","115.00","120.00","https://digirythubazaarap.com/images/vegetables/d712719c-f581-4473-90ae-2856eb98f214_images%20(13).jpeg","https://digirythubazaarap.com/Products?search=Lemon"
"291a8f8e-625d-4f19-9348-07e37e4740c2","Mint Leaves","Leafy Green","పుదీనా","पुदीना","Known for its cooling effect, it is a staple in Indian cuisine for chutneys, ra","bunch","10.00","10.00","https://digirythubazaarap.com/images/leafy_greens/d30f896f-7872-4d2a-863e-19a7f150b524_Pudhina___895x895.png","https://digirythubazaarap.com/Products?search=Mint%20Leaves"
"","Mushrooms 200 gms Pack","Vegetables","పుట్టగొడుగులు","मशरूम","A mushroom is the fleshy, spore-bearing, and often umbrella-shaped fruiting body","piece","50.00","50.00","https://digirythubazaarap.com/images/vegetables/6d7cfa31-917f-4114-b999-ac544e8006fb_WhatsApp%20Image%202026-02-16%20at%2010.27.32%20AM.jpeg","https://digirythubazaarap.com/Products?search=Mushrooms%20200%20gms%20Pack"
"833e4038-4b88-4d8f-89ce-fbee35d49a92","Ridge Gourd","Vegetables","బీరకాయ","तोरई","Ridge gourd (Luffa acutangula) is a tropical, nutrient-dense, climbing vine vege","kg","34.00","39.00","https://digirythubazaarap.com/images/vegetables/8bfb68df-c222-4c63-af61-d5bad52db837_Screenshot%20from%202026-02-09%2011-41-41.png","https://digirythubazaarap.com/Products?search=Ridge%20Gourd"
"7cf11051-51b1-46ab-baf8-0d0e77b0f86e","Lady Finger / Bhindi","Vegetables","బెండకాయ","ओकरा","Okra, Abelmoschus esculentus, known in some English-speaking countries as lady's","kg","20.00","25.00","https://digirythubazaarap.com/images/vegetables/a83224fc-9837-437c-b0cb-c850777a765d_Screenshot%20from%202026-02-09%2011-24-16.png","https://digirythubazaarap.com/Products?search=Lady%20Finger%20%2F%20Bhindi"
"f8ff363b-a855-4843-8432-dbbb22fe181a","Spinach","Leafy Green","పాలకూర","पालक","Spinach is a leafy green flowering plant native to Central and Western Asia. It","bunch","10.00","15.00","https://digirythubazaarap.com/images/leafy_greens/d746fac9-98ff-459f-968f-e007383bed43_Screenshot%20from%202026-02-09%2011-01-42.png","https://digirythubazaarap.com/Products?search=Spinach"
"e5bfe6f0-20b2-41f2-a750-7177f9867759","Amla","Vegetables","ఉసిరి","आंवला","Amla, or Indian Gooseberry (Phyllanthus emblica), is a small-to-medium deciduous","kg","120.00","125.00","https://digirythubazaarap.com/images/vegetables/26b7512e-de51-465a-b5ca-b0f8c3fb7968_Screenshot%20from%202026-02-09%2010-38-15.png","https://digirythubazaarap.com/Products?search=Amla"
"387da57c-eace-4b81-aa29-f439d2b085d1","Drum Sticke 3 Piece","Vegetables","మునగ కాడలు","सहजन","Long, tender moringa pods valued for their subtle flavor and rich nutrition, wid","piece","30.00","35.00","https://digirythubazaarap.com/images/vegetables/d39f1a27-0df9-457a-ab09-fb0a44c12a9e_Screenshot%20from%202026-02-08%2009-44-46.png","https://digirythubazaarap.com/Products?search=Drum%20Sticke%203%20Piece"
"bb5f1d55-d5ad-41cc-adc8-add2e0440dab","Barabati","Vegetables","బర్భతి","बरबटी","Barbati, also known as yardlong beans, long-podded cowpea, snake beans, or Lobia","kg","26.00","31.00","https://digirythubazaarap.com/images/vegetables/ee556666-8005-44c3-9bd1-3681d4483c66_Screenshot%20from%202026-02-06%2015-25-09.png","https://digirythubazaarap.com/Products?search=Barabati"
"3205cef6-c98a-4cb9-84ba-00512f3701af","Black Brinjal","Vegetables","నల్ల వంకాయ","काला बैंगन","Black brinjals are the dark-skinned varieties of the eggplant family, prized for","kg","42.00","47.00","https://digirythubazaarap.com/images/vegetables/9cd78076-f25b-4743-959b-ae1a164e5ef5_Screenshot%20from%202026-02-07%2015-16-33.png","https://digirythubazaarap.com/Products?search=Black%20Brinjal"
"","Broad Beans Ramabhadrapuram","Vegetables","రామభద్రపురం చిక్కుడుకాయ","सेेम फली","Broad beans (often referred to as Sem in India) are flat, green pods containing","kg","60.00","65.00","https://digirythubazaarap.com/images/vegetables/7c29ce5e-2cdc-4abc-8181-0eb70fc0319b_Screenshot%20from%202026-02-07%2015-06-39.png","https://digirythubazaarap.com/Products?search=Broad%20Beans%20Ramabhadrapuram"
"32be1504-0b04-4d1f-92bd-1c863af93a73","White Radish 3 Piece","Vegetables","తెల్ల ముల్లంగి","डाइकॉन मूली","White radish is primarily called daikon or daikon radish in English. Often used","kg","40.00","42.00","https://digirythubazaarap.com/images/vegetables/da1ee6e2-3874-40f9-956c-f7446ff1980b_Screenshot%20from%202026-02-07%2014-55-42.png","https://digirythubazaarap.com/Products?search=White%20Radish%203%20Piece"
"","Bajji Mirchi","Vegetables","బజ్జి మిరపకాయ","मोटी मिर्च","Bajji Mirchi refers to a specific variety of large, mild green chili peppers use","kg","50.00","55.00","https://digirythubazaarap.com/images/vegetables/8a60a7d2-08bf-4d23-a5fd-22244457340c_Screenshot%20from%202026-02-07%2014-46-16.png","https://digirythubazaarap.com/Products?search=Bajji%20Mirchi"
"","Cluster Beans","Vegetables","గోరు చిక్కుడు","ग्वार फली","Cluster beans are narrow, green legumes that grow in small bundles or ""clusters""","kg","34.00","39.00","https://digirythubazaarap.com/images/vegetables/a7de8255-6d9b-4638-9c43-0c4a24a45e75_Screenshot%20from%202026-02-07%2014-35-07.png","https://digirythubazaarap.com/Products?search=Cluster%20Beans"
"c5f450c2-2da6-4cf4-aee5-6a4dc0473da9","Coconut","Vegetables","కొబ్బరి కాయ","नारियल","The coconut is the fruit of the coconut palm (Cocos nucifera). Known as the ""Tre","piece","40.00","45.00","https://digirythubazaarap.com/images/vegetables/4a72e59d-1629-48c8-a381-e6b2952bc9f2_Screenshot%20from%202026-02-07%2014-23-36.png","https://digirythubazaarap.com/Products?search=Coconut"
"89dbe698-1c67-4392-9140-84a0c6552633","Bottle Gourd","Vegetables","సొరకాయ","कद्दू","Sorakaya, also known as bottle gourd or lauki in Hindi , is a long, round, light","piece","14.00","19.00","https://digirythubazaarap.com/images/vegetables/a419d7d8-86e1-42c9-97c4-5e002f665489_Screenshot%20From%202026-02-06%2015-38-45.png","https://digirythubazaarap.com/Products?search=Bottle%20Gourd"
"aa888dc1-088d-4779-b432-8036705974a8","Beans Soaked","Vegetables","నానబెట్టిన బీన్స్","सूखी फलियों","Soaking beans is the process of hydrating dried legumes in water for several hou","kg","120.00","125.00","https://digirythubazaarap.com/images/vegetables/e7ed6ad4-4b67-41cd-aeae-bf68c8c510ab_WhatsApp%20Image%202026-02-06%20at%203.17.36%20PM.jpeg","https://digirythubazaarap.com/Products?search=Beans%20Soaked"
"8e8baa7e-19f5-41fe-b469-84d4b855867b","Beans(Pencil)","Vegetables","బీన్స్ (పెన్సిలు )","बीन्स पेंसिल","The beans have a mild, slightly sweet flavor and a crisp texture that makes them","kg","80.00","80.00","https://digirythubazaarap.com/images/vegetables/0cb625ec-9b04-4603-bde1-9b0af144108a_Screenshot%20From%202026-02-06%2012-44-41.png","https://digirythubazaarap.com/Products?search=Beans(Pencil)"
"","Cauliflower(with leaves)","Vegetables","కాలి్ఫ్లవర్ అన్ గ్రేడింగ్ (ఆకులు, కాడలు తో ) కేజీ","काउलीफ्लावर अन्स्लेक्शन","It include the outer green leaves, thick stems, and sometimes imperfect heads.","piece","55.00","55.00","https://digirythubazaarap.com/images/vegetables/6f8cdc3b-8f5b-4cd7-a81c-3033b6a27c03_Screenshot%20From%202026-02-06%2012-29-37.png","https://digirythubazaarap.com/Products?search=Cauliflower(with%20leaves)"
"d16aaf1f-f075-4fbe-b303-a069482c1b7e","Banana(small)","Vegetables","అరటి కాయలు (చిన్నవి ) ","छोटा केला","They are often eaten raw as a snack or used in desserts, fruit salads, and smoot","piece","80.00","80.00","https://digirythubazaarap.com/images/vegetables/c32f5a5d-7326-49de-944b-29b6e270626d_Screenshot%20From%202026-02-06%2012-34-33.png","https://digirythubazaarap.com/Products?search=Banana(small)"
"50790568-4516-4d71-a445-06cb520fdc9f","Sweet Corn","Vegetables","తీపి మొక్కజొన్న","स्वीट कॉर्न","It can eaten as a snack as well as a part of a meal. It is widely used to make s","piece","20.00","23.00","https://digirythubazaarap.com/images/vegetables/705daf93-04b4-4ed3-afa3-8dd02275a0f4_Screenshot%20from%202026-02-06%2012-00-50.png","https://digirythubazaarap.com/Products?search=Sweet%20Corn"
"","Legume","Vegetables","చిక్కుడు కాయ","सेमकीफल्ली","Legumes are plants in the pea family Fabaceae, or the fruit or seeds of such pla","kg","40.00","45.00","https://digirythubazaarap.com/images/vegetables/27f529fc-135e-4174-8ac7-466cdfffc241_Chikkudu%20Kaya.jpg","https://digirythubazaarap.com/Products?search=Legume"
"52409619-bc4e-45d0-a0c4-2f2a36973226","Ginger","Vegetables","అల్లం","अदरक","Ginger is a flowering plant whose rhizome, ginger root or ginger, is widely used","kg","135.00","140.00","https://digirythubazaarap.com/images/vegetables/3524b2cd-bd8a-4ee3-aaea-3689b647bcfb_Ginger.jpg","https://digirythubazaarap.com/Products?search=Ginger"
"1b260f97-9d28-43c1-aea4-fa9679fa859b","Grapes","Fruits","ద్రాక్ష","अंगूर","A grape is a fruit, botanically a berry, of the deciduous woody vines of the flo","kg","80.00","85.00","https://digirythubazaarap.com/images/fruits/97fe426e-aae6-455e-b678-101768a15c86_Grapes.jpg","https://digirythubazaarap.com/Products?search=Grapes"
"299a5d7c-01ec-4970-9e64-fd63e2c9a799","Lettuce","Leafy Green","పాలకూర","पालक","Spinach is a leafy green flowering plant native to Central and Western Asia. It","bunch","10.00","15.00","https://digirythubazaarap.com/images/leafy_greens/18ad2471-e0d7-4ed4-b42d-c6c5261ec46f_Palakura.jpg","https://digirythubazaarap.com/Products?search=Lettuce"
